"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH","BASEFLOW","QUICKFLOW","RATIO"
"3025",3025,"15/04/2002",1.3,2002-04-15,2002,"2002",4,"Apr",15,105,30,1.23,0.07,0.054
"3026",3026,"16/04/2002",1.3,2002-04-16,2002,"2002",4,"Apr",16,106,30,1.224,0.076,0.058
"3027",3027,"17/04/2002",1.3,2002-04-17,2002,"2002",4,"Apr",16,107,30,1.218,0.082,0.063
"3028",3028,"18/04/2002",1.3,2002-04-18,2002,"2002",4,"Apr",16,108,30,1.211,0.089,0.068
"3029",3029,"19/04/2002",1.3,2002-04-19,2002,"2002",4,"Apr",16,109,30,1.204,0.096,0.074
"3030",3030,"20/04/2002",1.2,2002-04-20,2002,"2002",4,"Apr",16,110,30,1.2,0,0
"3031",3031,"21/04/2002",1.2,2002-04-21,2002,"2002",4,"Apr",16,111,30,1.2,0,0
"3032",3032,"22/04/2002",1.2,2002-04-22,2002,"2002",4,"Apr",16,112,30,1.2,0,0
"3033",3033,"23/04/2002",1.3,2002-04-23,2002,"2002",4,"Apr",17,113,30,1.2,0.1,0.077
"3034",3034,"24/04/2002",1.4,2002-04-24,2002,"2002",4,"Apr",17,114,30,1.2,0.2,0.143
"3035",3035,"25/04/2002",1.3,2002-04-25,2002,"2002",4,"Apr",17,115,30,1.2,0.1,0.077
"3036",3036,"26/04/2002",1.2,2002-04-26,2002,"2002",4,"Apr",17,116,30,1.2,0,0
"3037",3037,"27/04/2002",1.2,2002-04-27,2002,"2002",4,"Apr",17,117,30,1.2,0,0
"3038",3038,"28/04/2002",1.2,2002-04-28,2002,"2002",4,"Apr",17,118,30,1.2,0,0
"3039",3039,"29/04/2002",1.2,2002-04-29,2002,"2002",4,"Apr",17,119,30,1.2,0,0
"3040",3040,"30/04/2002",1.2,2002-04-30,2002,"2002",4,"Apr",18,120,30,1.2,0,0
"3041",3041,"01/05/2002",1.2,2002-05-01,2002,"2002",5,"May",18,121,31,1.2,0,0
"3042",3042,"02/05/2002",1.2,2002-05-02,2002,"2002",5,"May",18,122,31,1.2,0,0
"3043",3043,"03/05/2002",1.4,2002-05-03,2002,"2002",5,"May",18,123,31,1.2,0.2,0.143
"3044",3044,"04/05/2002",1.5,2002-05-04,2002,"2002",5,"May",18,124,31,1.202,0.298,0.199
"3045",3045,"05/05/2002",20.2,2002-05-05,2002,"2002",5,"May",18,125,31,1.23,18.97,0.939
"3046",3046,"06/05/2002",8.4,2002-05-06,2002,"2002",5,"May",18,126,31,1.315,7.085,0.843
"3047",3047,"07/05/2002",5.3,2002-05-07,2002,"2002",5,"May",19,127,31,1.424,3.876,0.731
"3048",3048,"08/05/2002",4.8,2002-05-08,2002,"2002",5,"May",19,128,31,1.522,3.278,0.683
"3049",3049,"09/05/2002",4.9,2002-05-09,2002,"2002",5,"May",19,129,31,1.61,3.29,0.671
"3050",3050,"10/05/2002",4.3,2002-05-10,2002,"2002",5,"May",19,130,31,1.686,2.614,0.608
"3051",3051,"11/05/2002",4.5,2002-05-11,2002,"2002",5,"May",19,131,31,1.752,2.748,0.611
"3052",3052,"12/05/2002",3.7,2002-05-12,2002,"2002",5,"May",19,132,31,1.806,1.894,0.512
"3053",3053,"13/05/2002",3,2002-05-13,2002,"2002",5,"May",19,133,31,1.85,1.15,0.383
"3054",3054,"14/05/2002",2.5,2002-05-14,2002,"2002",5,"May",20,134,31,1.887,0.613,0.245
"3055",3055,"15/05/2002",2.6,2002-05-15,2002,"2002",5,"May",20,135,31,1.92,0.68,0.262
"3056",3056,"16/05/2002",2.4,2002-05-16,2002,"2002",5,"May",20,136,31,1.949,0.451,0.188
"3057",3057,"17/05/2002",2.3,2002-05-17,2002,"2002",5,"May",20,137,31,1.976,0.324,0.141
"3058",3058,"18/05/2002",2.4,2002-05-18,2002,"2002",5,"May",20,138,31,2,0.4,0.167
"3059",3059,"19/05/2002",2.7,2002-05-19,2002,"2002",5,"May",20,139,31,2.024,0.676,0.25
"3060",3060,"20/05/2002",3.6,2002-05-20,2002,"2002",5,"May",20,140,31,2.048,1.552,0.431
"3061",3061,"21/05/2002",4.1,2002-05-21,2002,"2002",5,"May",21,141,31,2.078,2.022,0.493
"3062",3062,"22/05/2002",3.2,2002-05-22,2002,"2002",5,"May",21,142,31,2.11,1.09,0.341
"3063",3063,"23/05/2002",2.8,2002-05-23,2002,"2002",5,"May",21,143,31,2.141,0.659,0.235
"3064",3064,"24/05/2002",2.8,2002-05-24,2002,"2002",5,"May",21,144,31,2.17,0.63,0.225
"3065",3065,"25/05/2002",3.1,2002-05-25,2002,"2002",5,"May",21,145,31,2.196,0.904,0.292
"3066",3066,"26/05/2002",4.1,2002-05-26,2002,"2002",5,"May",21,146,31,2.219,1.881,0.459
"3067",3067,"27/05/2002",3.6,2002-05-27,2002,"2002",5,"May",21,147,31,2.238,1.362,0.378
"3068",3068,"28/05/2002",3.7,2002-05-28,2002,"2002",5,"May",22,148,31,2.255,1.445,0.391
"3069",3069,"29/05/2002",3.4,2002-05-29,2002,"2002",5,"May",22,149,31,2.267,1.133,0.333
"3070",3070,"30/05/2002",3,2002-05-30,2002,"2002",5,"May",22,150,31,2.276,0.724,0.241
"3071",3071,"31/05/2002",2.7,2002-05-31,2002,"2002",5,"May",22,151,31,2.281,0.419,0.155
"3072",3072,"01/06/2002",2.7,2002-06-01,2002,"2002",6,"Jun",22,152,30,2.283,0.417,0.154
"3073",3073,"02/06/2002",2.5,2002-06-02,2002,"2002",6,"Jun",22,153,30,2.27,0.23,0.092
"3074",3074,"03/06/2002",2.4,2002-06-03,2002,"2002",6,"Jun",22,154,30,2.255,0.145,0.06
"3075",3075,"04/06/2002",2.4,2002-06-04,2002,"2002",6,"Jun",23,155,30,2.243,0.157,0.065
"3076",3076,"05/06/2002",2.6,2002-06-05,2002,"2002",6,"Jun",23,156,30,2.23,0.37,0.142
"3077",3077,"06/06/2002",2.5,2002-06-06,2002,"2002",6,"Jun",23,157,30,2.215,0.285,0.114
"3078",3078,"07/06/2002",2.3,2002-06-07,2002,"2002",6,"Jun",23,158,30,2.204,0.096,0.042
"3079",3079,"08/06/2002",2.2,2002-06-08,2002,"2002",6,"Jun",23,159,30,2.2,0,0
"3080",3080,"09/06/2002",3,2002-06-09,2002,"2002",6,"Jun",23,160,30,2.201,0.799,0.266
"3081",3081,"10/06/2002",3.6,2002-06-10,2002,"2002",6,"Jun",23,161,30,2.206,1.394,0.387
"3082",3082,"11/06/2002",3.7,2002-06-11,2002,"2002",6,"Jun",24,162,30,2.218,1.482,0.401
"3083",3083,"12/06/2002",2.9,2002-06-12,2002,"2002",6,"Jun",24,163,30,2.234,0.666,0.23
"3084",3084,"13/06/2002",3.2,2002-06-13,2002,"2002",6,"Jun",24,164,30,2.25,0.95,0.297
"3085",3085,"14/06/2002",3.3,2002-06-14,2002,"2002",6,"Jun",24,165,30,2.264,1.036,0.314
"3086",3086,"15/06/2002",2.8,2002-06-15,2002,"2002",6,"Jun",24,166,30,2.276,0.524,0.187
"3087",3087,"16/06/2002",2.6,2002-06-16,2002,"2002",6,"Jun",24,167,30,2.287,0.313,0.12
"3088",3088,"17/06/2002",2.4,2002-06-17,2002,"2002",6,"Jun",24,168,30,2.295,0.105,0.044
"3089",3089,"18/06/2002",4.1,2002-06-18,2002,"2002",6,"Jun",25,169,30,2.303,1.797,0.438
"3090",3090,"19/06/2002",3.2,2002-06-19,2002,"2002",6,"Jun",25,170,30,2.31,0.89,0.278
"3091",3091,"20/06/2002",2.8,2002-06-20,2002,"2002",6,"Jun",25,171,30,2.316,0.484,0.173
"3092",3092,"21/06/2002",2.6,2002-06-21,2002,"2002",6,"Jun",25,172,30,2.319,0.281,0.108
"3093",3093,"22/06/2002",2.4,2002-06-22,2002,"2002",6,"Jun",25,173,30,2.322,0.078,0.032
"3094",3094,"23/06/2002",3.1,2002-06-23,2002,"2002",6,"Jun",25,174,30,2.324,0.776,0.25
"3095",3095,"24/06/2002",2.6,2002-06-24,2002,"2002",6,"Jun",25,175,30,2.325,0.275,0.106
"3096",3096,"25/06/2002",2.4,2002-06-25,2002,"2002",6,"Jun",26,176,30,2.325,0.075,0.031
"3097",3097,"26/06/2002",2.7,2002-06-26,2002,"2002",6,"Jun",26,177,30,2.32,0.38,0.141
"3098",3098,"27/06/2002",2.5,2002-06-27,2002,"2002",6,"Jun",26,178,30,2.312,0.188,0.075
"3099",3099,"28/06/2002",2.4,2002-06-28,2002,"2002",6,"Jun",26,179,30,2.304,0.096,0.04
"3100",3100,"29/06/2002",2.3,2002-06-29,2002,"2002",6,"Jun",26,180,30,2.3,0,0
"3101",3101,"30/06/2002",2.4,2002-06-30,2002,"2002",6,"Jun",26,181,30,2.3,0.1,0.042
"3102",3102,"01/07/2002",2.5,2002-07-01,2002,"2002",7,"Jul",26,182,31,2.301,0.199,0.08
"3103",3103,"02/07/2002",2.4,2002-07-02,2002,"2002",7,"Jul",27,183,31,2.302,0.098,0.041
"3104",3104,"03/07/2002",2.4,2002-07-03,2002,"2002",7,"Jul",27,184,31,2.304,0.096,0.04
"3105",3105,"04/07/2002",6.7,2002-07-04,2002,"2002",7,"Jul",27,185,31,2.312,4.388,0.655
"3106",3106,"05/07/2002",7,2002-07-05,2002,"2002",7,"Jul",27,186,31,2.338,4.662,0.666
"3107",3107,"06/07/2002",4.2,2002-07-06,2002,"2002",7,"Jul",27,187,31,2.381,1.819,0.433
"3108",3108,"07/07/2002",4,2002-07-07,2002,"2002",7,"Jul",27,188,31,2.425,1.575,0.394
"3109",3109,"08/07/2002",3.5,2002-07-08,2002,"2002",7,"Jul",27,189,31,2.465,1.035,0.296
"3110",3110,"09/07/2002",3.4,2002-07-09,2002,"2002",7,"Jul",28,190,31,2.501,0.899,0.264
"3111",3111,"10/07/2002",3.2,2002-07-10,2002,"2002",7,"Jul",28,191,31,2.533,0.667,0.208
"3112",3112,"11/07/2002",6.8,2002-07-11,2002,"2002",7,"Jul",28,192,31,2.561,4.239,0.623
"3113",3113,"12/07/2002",3.8,2002-07-12,2002,"2002",7,"Jul",28,193,31,2.584,1.216,0.32
"3114",3114,"13/07/2002",3.4,2002-07-13,2002,"2002",7,"Jul",28,194,31,2.602,0.798,0.235
"3115",3115,"14/07/2002",3.2,2002-07-14,2002,"2002",7,"Jul",28,195,31,2.616,0.584,0.182
"3116",3116,"15/07/2002",3.1,2002-07-15,2002,"2002",7,"Jul",28,196,31,2.626,0.474,0.153
"3117",3117,"16/07/2002",2.9,2002-07-16,2002,"2002",7,"Jul",29,197,31,2.633,0.267,0.092
"3118",3118,"17/07/2002",2.7,2002-07-17,2002,"2002",7,"Jul",29,198,31,2.638,0.062,0.023
"3119",3119,"18/07/2002",5.4,2002-07-18,2002,"2002",7,"Jul",29,199,31,2.646,2.754,0.51
"3120",3120,"19/07/2002",8.5,2002-07-19,2002,"2002",7,"Jul",29,200,31,2.67,5.83,0.686
"3121",3121,"20/07/2002",6,2002-07-20,2002,"2002",7,"Jul",29,201,31,2.714,3.286,0.548
"3122",3122,"21/07/2002",7.1,2002-07-21,2002,"2002",7,"Jul",29,202,31,2.766,4.334,0.61
"3123",3123,"22/07/2002",5.4,2002-07-22,2002,"2002",7,"Jul",29,203,31,2.813,2.587,0.479
"3124",3124,"23/07/2002",4.4,2002-07-23,2002,"2002",7,"Jul",30,204,31,2.854,1.546,0.351
"3125",3125,"24/07/2002",4,2002-07-24,2002,"2002",7,"Jul",30,205,31,2.888,1.112,0.278
"3126",3126,"25/07/2002",4,2002-07-25,2002,"2002",7,"Jul",30,206,31,2.916,1.084,0.271
"3127",3127,"26/07/2002",4.9,2002-07-26,2002,"2002",7,"Jul",30,207,31,2.938,1.962,0.4
"3128",3128,"27/07/2002",3.7,2002-07-27,2002,"2002",7,"Jul",30,208,31,2.953,0.747,0.202
"3129",3129,"28/07/2002",3.6,2002-07-28,2002,"2002",7,"Jul",30,209,31,2.964,0.636,0.177
"3130",3130,"29/07/2002",4.8,2002-07-29,2002,"2002",7,"Jul",30,210,31,2.971,1.829,0.381
"3131",3131,"30/07/2002",4.1,2002-07-30,2002,"2002",7,"Jul",31,211,31,2.973,1.127,0.275
"3132",3132,"31/07/2002",3.6,2002-07-31,2002,"2002",7,"Jul",31,212,31,2.924,0.676,0.188
"3133",3133,"01/08/2002",3.4,2002-08-01,2002,"2002",8,"Aug",31,213,31,2.877,0.523,0.154
"3134",3134,"02/08/2002",3.2,2002-08-02,2002,"2002",8,"Aug",31,214,31,2.843,0.357,0.112
"3135",3135,"03/08/2002",3,2002-08-03,2002,"2002",8,"Aug",31,215,31,2.822,0.178,0.059
"3136",3136,"04/08/2002",3,2002-08-04,2002,"2002",8,"Aug",31,216,31,2.807,0.193,0.064
"3137",3137,"05/08/2002",2.8,2002-08-05,2002,"2002",8,"Aug",31,217,31,2.8,0,0
"3138",3138,"06/08/2002",4.9,2002-08-06,2002,"2002",8,"Aug",32,218,31,2.803,2.097,0.428
"3139",3139,"07/08/2002",9,2002-08-07,2002,"2002",8,"Aug",32,219,31,2.818,6.182,0.687
"3140",3140,"08/08/2002",4.5,2002-08-08,2002,"2002",8,"Aug",32,220,31,2.842,1.658,0.368
"3141",3141,"09/08/2002",4,2002-08-09,2002,"2002",8,"Aug",32,221,31,2.862,1.138,0.284
"3142",3142,"10/08/2002",3.6,2002-08-10,2002,"2002",8,"Aug",32,222,31,2.878,0.722,0.201
"3143",3143,"11/08/2002",3.4,2002-08-11,2002,"2002",8,"Aug",32,223,31,2.891,0.509,0.15
"3144",3144,"12/08/2002",3.2,2002-08-12,2002,"2002",8,"Aug",32,224,31,2.901,0.299,0.093
"3145",3145,"13/08/2002",3,2002-08-13,2002,"2002",8,"Aug",33,225,31,2.908,0.092,0.031
"3146",3146,"14/08/2002",3.3,2002-08-14,2002,"2002",8,"Aug",33,226,31,2.916,0.384,0.116
"3147",3147,"15/08/2002",8.5,2002-08-15,2002,"2002",8,"Aug",33,227,31,2.931,5.569,0.655
"3148",3148,"16/08/2002",4.9,2002-08-16,2002,"2002",8,"Aug",33,228,31,2.963,1.937,0.395
"3149",3149,"17/08/2002",4.3,2002-08-17,2002,"2002",8,"Aug",33,229,31,3.005,1.295,0.301
"3150",3150,"18/08/2002",3.8,2002-08-18,2002,"2002",8,"Aug",33,230,31,3.049,0.751,0.198
"3151",3151,"19/08/2002",3.6,2002-08-19,2002,"2002",8,"Aug",33,231,31,3.09,0.51,0.142
"3152",3152,"20/08/2002",3.6,2002-08-20,2002,"2002",8,"Aug",34,232,31,3.129,0.471,0.131
"3153",3153,"21/08/2002",4.2,2002-08-21,2002,"2002",8,"Aug",34,233,31,3.165,1.035,0.246
"3154",3154,"22/08/2002",5.3,2002-08-22,2002,"2002",8,"Aug",34,234,31,3.202,2.098,0.396
"3155",3155,"23/08/2002",4.3,2002-08-23,2002,"2002",8,"Aug",34,235,31,3.243,1.057,0.246
"3156",3156,"24/08/2002",4.5,2002-08-24,2002,"2002",8,"Aug",34,236,31,3.286,1.214,0.27
"3157",3157,"25/08/2002",4.1,2002-08-25,2002,"2002",8,"Aug",34,237,31,3.328,0.772,0.188
"3158",3158,"26/08/2002",4.4,2002-08-26,2002,"2002",8,"Aug",34,238,31,3.37,1.03,0.234
"3159",3159,"27/08/2002",4.7,2002-08-27,2002,"2002",8,"Aug",35,239,31,3.411,1.289,0.274
"3160",3160,"28/08/2002",5.8,2002-08-28,2002,"2002",8,"Aug",35,240,31,3.455,2.345,0.404
"3161",3161,"29/08/2002",4.3,2002-08-29,2002,"2002",8,"Aug",35,241,31,3.501,0.799,0.186
"3162",3162,"30/08/2002",10.7,2002-08-30,2002,"2002",8,"Aug",35,242,31,3.543,7.157,0.669
"3163",3163,"31/08/2002",6.4,2002-08-31,2002,"2002",8,"Aug",35,243,31,3.58,2.82,0.441
"3164",3164,"01/09/2002",5.6,2002-09-01,2002,"2002",9,"Sep",35,244,30,3.611,1.989,0.355
"3165",3165,"02/09/2002",4.8,2002-09-02,2002,"2002",9,"Sep",35,245,30,3.635,1.165,0.243
"3166",3166,"03/09/2002",5.5,2002-09-03,2002,"2002",9,"Sep",36,246,30,3.652,1.848,0.336
"3167",3167,"04/09/2002",4.6,2002-09-04,2002,"2002",9,"Sep",36,247,30,3.662,0.938,0.204
"3168",3168,"05/09/2002",4.4,2002-09-05,2002,"2002",9,"Sep",36,248,30,3.666,0.734,0.167
"3169",3169,"06/09/2002",4.1,2002-09-06,2002,"2002",9,"Sep",36,249,30,3.643,0.457,0.111
"3170",3170,"07/09/2002",6.4,2002-09-07,2002,"2002",9,"Sep",36,250,30,3.602,2.798,0.437
"3171",3171,"08/09/2002",5.1,2002-09-08,2002,"2002",9,"Sep",36,251,30,3.55,1.55,0.304
"3172",3172,"09/09/2002",4.6,2002-09-09,2002,"2002",9,"Sep",36,252,30,3.488,1.112,0.242
"3173",3173,"10/09/2002",4.1,2002-09-10,2002,"2002",9,"Sep",37,253,30,3.428,0.672,0.164
"3174",3174,"11/09/2002",3.9,2002-09-11,2002,"2002",9,"Sep",37,254,30,3.382,0.518,0.133
"3175",3175,"12/09/2002",4.4,2002-09-12,2002,"2002",9,"Sep",37,255,30,3.339,1.061,0.241
"3176",3176,"13/09/2002",4.9,2002-09-13,2002,"2002",9,"Sep",37,256,30,3.29,1.61,0.329
"3177",3177,"14/09/2002",4,2002-09-14,2002,"2002",9,"Sep",37,257,30,3.233,0.767,0.192
"3178",3178,"15/09/2002",3.6,2002-09-15,2002,"2002",9,"Sep",37,258,30,3.187,0.413,0.115
"3179",3179,"16/09/2002",3.7,2002-09-16,2002,"2002",9,"Sep",37,259,30,3.153,0.547,0.148
"3180",3180,"17/09/2002",4,2002-09-17,2002,"2002",9,"Sep",38,260,30,3.116,0.884,0.221
"3181",3181,"18/09/2002",3.5,2002-09-18,2002,"2002",9,"Sep",38,261,30,3.08,0.42,0.12
"3182",3182,"19/09/2002",3.4,2002-09-19,2002,"2002",9,"Sep",38,262,30,3.05,0.35,0.103
"3183",3183,"20/09/2002",3.3,2002-09-20,2002,"2002",9,"Sep",38,263,30,3.026,0.274,0.083
"3184",3184,"21/09/2002",3.2,2002-09-21,2002,"2002",9,"Sep",38,264,30,3.008,0.192,0.06
"3185",3185,"22/09/2002",3,2002-09-22,2002,"2002",9,"Sep",38,265,30,3,0,0
"3186",3186,"23/09/2002",3.3,2002-09-23,2002,"2002",9,"Sep",38,266,30,3,0.3,0.091
"3187",3187,"24/09/2002",3.1,2002-09-24,2002,"2002",9,"Sep",39,267,30,3.002,0.098,0.032
"3188",3188,"25/09/2002",4.9,2002-09-25,2002,"2002",9,"Sep",39,268,30,3.006,1.894,0.387
"3189",3189,"26/09/2002",3.6,2002-09-26,2002,"2002",9,"Sep",39,269,30,3.016,0.584,0.162
"3190",3190,"27/09/2002",8.8,2002-09-27,2002,"2002",9,"Sep",39,270,30,3.038,5.762,0.655
"3191",3191,"28/09/2002",9.3,2002-09-28,2002,"2002",9,"Sep",39,271,30,3.081,6.219,0.669
"3192",3192,"29/09/2002",6,2002-09-29,2002,"2002",9,"Sep",39,272,30,3.147,2.853,0.476
"3193",3193,"30/09/2002",4.8,2002-09-30,2002,"2002",9,"Sep",39,273,30,3.216,1.584,0.33
"3194",3194,"01/10/2002",4.6,2002-10-01,2002,"2002",10,"Oct",40,274,31,3.279,1.321,0.287
"3195",3195,"02/10/2002",4.5,2002-10-02,2002,"2002",10,"Oct",40,275,31,3.336,1.164,0.259
"3196",3196,"03/10/2002",4.5,2002-10-03,2002,"2002",10,"Oct",40,276,31,3.387,1.113,0.247
"3197",3197,"04/10/2002",4,2002-10-04,2002,"2002",10,"Oct",40,277,31,3.434,0.566,0.142
"3198",3198,"05/10/2002",5.3,2002-10-05,2002,"2002",10,"Oct",40,278,31,3.477,1.823,0.344
"3199",3199,"06/10/2002",5.4,2002-10-06,2002,"2002",10,"Oct",40,279,31,3.516,1.884,0.349
"3200",3200,"07/10/2002",4,2002-10-07,2002,"2002",10,"Oct",40,280,31,3.553,0.447,0.112
"3201",3201,"08/10/2002",6.6,2002-10-08,2002,"2002",10,"Oct",41,281,31,3.59,3.01,0.456
"3202",3202,"09/10/2002",5.1,2002-10-09,2002,"2002",10,"Oct",41,282,31,3.629,1.471,0.288
"3203",3203,"10/10/2002",4.4,2002-10-10,2002,"2002",10,"Oct",41,283,31,3.665,0.735,0.167
"3204",3204,"11/10/2002",4.1,2002-10-11,2002,"2002",10,"Oct",41,284,31,3.698,0.402,0.098
"3205",3205,"12/10/2002",7.7,2002-10-12,2002,"2002",10,"Oct",41,285,31,3.73,3.97,0.516
"3206",3206,"13/10/2002",4.7,2002-10-13,2002,"2002",10,"Oct",41,286,31,3.762,0.938,0.2
"3207",3207,"14/10/2002",4.6,2002-10-14,2002,"2002",10,"Oct",41,287,31,3.79,0.81,0.176
"3208",3208,"15/10/2002",4.2,2002-10-15,2002,"2002",10,"Oct",42,288,31,3.815,0.385,0.092
"3209",3209,"16/10/2002",7.1,2002-10-16,2002,"2002",10,"Oct",42,289,31,3.837,3.263,0.46
"3210",3210,"17/10/2002",4.6,2002-10-17,2002,"2002",10,"Oct",42,290,31,3.856,0.744,0.162
"3211",3211,"18/10/2002",4.6,2002-10-18,2002,"2002",10,"Oct",42,291,31,3.872,0.728,0.158
"3212",3212,"19/10/2002",4.4,2002-10-19,2002,"2002",10,"Oct",42,292,31,3.884,0.516,0.117
"3213",3213,"20/10/2002",6.4,2002-10-20,2002,"2002",10,"Oct",42,293,31,3.893,2.507,0.392
"3214",3214,"21/10/2002",4.6,2002-10-21,2002,"2002",10,"Oct",42,294,31,3.899,0.701,0.152
"3215",3215,"22/10/2002",4.2,2002-10-22,2002,"2002",10,"Oct",43,295,31,3.901,0.299,0.071
"3216",3216,"23/10/2002",3.9,2002-10-23,2002,"2002",10,"Oct",43,296,31,3.9,0,0
"3217",3217,"24/10/2002",6.5,2002-10-24,2002,"2002",10,"Oct",43,297,31,3.904,2.596,0.399
"3218",3218,"25/10/2002",6.8,2002-10-25,2002,"2002",10,"Oct",43,298,31,3.918,2.882,0.424
"3219",3219,"26/10/2002",4.9,2002-10-26,2002,"2002",10,"Oct",43,299,31,3.94,0.96,0.196
"3220",3220,"27/10/2002",6.9,2002-10-27,2002,"2002",10,"Oct",43,300,31,3.962,2.938,0.426
"3221",3221,"28/10/2002",5.2,2002-10-28,2002,"2002",10,"Oct",43,301,31,3.98,1.22,0.235
"3222",3222,"29/10/2002",4.6,2002-10-29,2002,"2002",10,"Oct",44,302,31,3.995,0.605,0.132
"3223",3223,"30/10/2002",6.1,2002-10-30,2002,"2002",10,"Oct",44,303,31,4.006,2.094,0.343
"3224",3224,"31/10/2002",7.5,2002-10-31,2002,"2002",10,"Oct",44,304,31,4.014,3.486,0.465
"3225",3225,"01/11/2002",5.5,2002-11-01,2002,"2002",11,"Nov",44,305,30,4.016,1.484,0.27
"3226",3226,"02/11/2002",4.8,2002-11-02,2002,"2002",11,"Nov",44,306,30,3.947,0.853,0.178
"3227",3227,"03/11/2002",4.6,2002-11-03,2002,"2002",11,"Nov",44,307,30,3.886,0.714,0.155
"3228",3228,"04/11/2002",4.3,2002-11-04,2002,"2002",11,"Nov",44,308,30,3.84,0.46,0.107
"3229",3229,"05/11/2002",4.1,2002-11-05,2002,"2002",11,"Nov",45,309,30,3.811,0.289,0.07
"3230",3230,"06/11/2002",3.8,2002-11-06,2002,"2002",11,"Nov",45,310,30,3.8,0,0
"3231",3231,"07/11/2002",4.9,2002-11-07,2002,"2002",11,"Nov",45,311,30,3.802,1.098,0.224
"3232",3232,"08/11/2002",9.7,2002-11-08,2002,"2002",11,"Nov",45,312,30,3.809,5.891,0.607
"3233",3233,"09/11/2002",6.5,2002-11-09,2002,"2002",11,"Nov",45,313,30,3.819,2.681,0.412
"3234",3234,"10/11/2002",5.2,2002-11-10,2002,"2002",11,"Nov",45,314,30,3.826,1.374,0.264
"3235",3235,"11/11/2002",4.7,2002-11-11,2002,"2002",11,"Nov",45,315,30,3.829,0.871,0.185
"3236",3236,"12/11/2002",4.5,2002-11-12,2002,"2002",11,"Nov",46,316,30,3.785,0.715,0.159
"3237",3237,"13/11/2002",4.1,2002-11-13,2002,"2002",11,"Nov",46,317,30,3.743,0.357,0.087
"3238",3238,"14/11/2002",4,2002-11-14,2002,"2002",11,"Nov",46,318,30,3.718,0.282,0.07
"3239",3239,"15/11/2002",3.8,2002-11-15,2002,"2002",11,"Nov",46,319,30,3.704,0.096,0.025
"3240",3240,"16/11/2002",3.7,2002-11-16,2002,"2002",11,"Nov",46,320,30,3.7,0,0
"3241",3241,"17/11/2002",28.9,2002-11-17,2002,"2002",11,"Nov",46,321,30,3.735,25.165,0.871
"3242",3242,"18/11/2002",32.6,2002-11-18,2002,"2002",11,"Nov",46,322,30,3.829,28.771,0.883
"3243",3243,"19/11/2002",13.4,2002-11-19,2002,"2002",11,"Nov",47,323,30,3.934,9.466,0.706
"3244",3244,"20/11/2002",9.2,2002-11-20,2002,"2002",11,"Nov",47,324,30,4.018,5.182,0.563
"3245",3245,"21/11/2002",7.6,2002-11-21,2002,"2002",11,"Nov",47,325,30,4.077,3.523,0.464
"3246",3246,"22/11/2002",5.6,2002-11-22,2002,"2002",11,"Nov",47,326,30,4.118,1.482,0.265
"3247",3247,"23/11/2002",4.5,2002-11-23,2002,"2002",11,"Nov",47,327,30,4.148,0.352,0.078
"3248",3248,"24/11/2002",12.6,2002-11-24,2002,"2002",11,"Nov",47,328,30,4.177,8.423,0.668
"3249",3249,"25/11/2002",6.1,2002-11-25,2002,"2002",11,"Nov",47,329,30,4.206,1.894,0.31
"3250",3250,"26/11/2002",4.7,2002-11-26,2002,"2002",11,"Nov",48,330,30,4.229,0.471,0.1
"3251",3251,"27/11/2002",4.5,2002-11-27,2002,"2002",11,"Nov",48,331,30,4.25,0.25,0.056
"3252",3252,"28/11/2002",6.3,2002-11-28,2002,"2002",11,"Nov",48,332,30,4.271,2.029,0.322
"3253",3253,"29/11/2002",19.2,2002-11-29,2002,"2002",11,"Nov",48,333,30,4.316,14.884,0.775
"3254",3254,"30/11/2002",52,2002-11-30,2002,"2002",11,"Nov",48,334,30,4.42,47.58,0.915
"3255",3255,"01/12/2002",28.1,2002-12-01,2002,"2002",12,"Dec",48,335,31,4.546,23.554,0.838
"3256",3256,"02/12/2002",16.1,2002-12-02,2002,"2002",12,"Dec",48,336,31,4.643,11.457,0.712
"3257",3257,"03/12/2002",11.5,2002-12-03,2002,"2002",12,"Dec",49,337,31,4.703,6.797,0.591
"3258",3258,"04/12/2002",9.3,2002-12-04,2002,"2002",12,"Dec",49,338,31,4.727,4.573,0.492
"3259",3259,"05/12/2002",8.1,2002-12-05,2002,"2002",12,"Dec",49,339,31,4.511,3.589,0.443
"3260",3260,"06/12/2002",7.2,2002-12-06,2002,"2002",12,"Dec",49,340,31,4.257,2.943,0.409
"3261",3261,"07/12/2002",6.5,2002-12-07,2002,"2002",12,"Dec",49,341,31,4.046,2.454,0.378
"3262",3262,"08/12/2002",6,2002-12-08,2002,"2002",12,"Dec",49,342,31,3.868,2.132,0.355
"3263",3263,"09/12/2002",5.6,2002-12-09,2002,"2002",12,"Dec",49,343,31,3.711,1.889,0.337
"3264",3264,"10/12/2002",5.3,2002-12-10,2002,"2002",12,"Dec",50,344,31,3.57,1.73,0.326
"3265",3265,"11/12/2002",5,2002-12-11,2002,"2002",12,"Dec",50,345,31,3.442,1.558,0.312
"3266",3266,"12/12/2002",4.8,2002-12-12,2002,"2002",12,"Dec",50,346,31,3.324,1.476,0.308
"3267",3267,"13/12/2002",4.5,2002-12-13,2002,"2002",12,"Dec",50,347,31,3.216,1.284,0.285
