"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH"
"3123",3123,"22/07/2002",5.4,2002-07-22,2002,"2002",7,"Jul",29,203,31
"3124",3124,"23/07/2002",4.4,2002-07-23,2002,"2002",7,"Jul",30,204,31
"3125",3125,"24/07/2002",4,2002-07-24,2002,"2002",7,"Jul",30,205,31
"3126",3126,"25/07/2002",4,2002-07-25,2002,"2002",7,"Jul",30,206,31
"3127",3127,"26/07/2002",4.9,2002-07-26,2002,"2002",7,"Jul",30,207,31
"3128",3128,"27/07/2002",3.7,2002-07-27,2002,"2002",7,"Jul",30,208,31
"3129",3129,"28/07/2002",3.6,2002-07-28,2002,"2002",7,"Jul",30,209,31
"3130",3130,"29/07/2002",4.8,2002-07-29,2002,"2002",7,"Jul",30,210,31
"3131",3131,"30/07/2002",4.1,2002-07-30,2002,"2002",7,"Jul",31,211,31
"3132",3132,"31/07/2002",3.6,2002-07-31,2002,"2002",7,"Jul",31,212,31
"3133",3133,"01/08/2002",3.4,2002-08-01,2002,"2002",8,"Aug",31,213,31
"3134",3134,"02/08/2002",3.2,2002-08-02,2002,"2002",8,"Aug",31,214,31
"3135",3135,"03/08/2002",3,2002-08-03,2002,"2002",8,"Aug",31,215,31
"3136",3136,"04/08/2002",3,2002-08-04,2002,"2002",8,"Aug",31,216,31
"3137",3137,"05/08/2002",2.8,2002-08-05,2002,"2002",8,"Aug",31,217,31
"3138",3138,"06/08/2002",4.9,2002-08-06,2002,"2002",8,"Aug",32,218,31
"3139",3139,"07/08/2002",9,2002-08-07,2002,"2002",8,"Aug",32,219,31
"3140",3140,"08/08/2002",4.5,2002-08-08,2002,"2002",8,"Aug",32,220,31
"3141",3141,"09/08/2002",4,2002-08-09,2002,"2002",8,"Aug",32,221,31
"3142",3142,"10/08/2002",3.6,2002-08-10,2002,"2002",8,"Aug",32,222,31
"3143",3143,"11/08/2002",3.4,2002-08-11,2002,"2002",8,"Aug",32,223,31
"3144",3144,"12/08/2002",3.2,2002-08-12,2002,"2002",8,"Aug",32,224,31
"3145",3145,"13/08/2002",3,2002-08-13,2002,"2002",8,"Aug",33,225,31
"3146",3146,"14/08/2002",3.3,2002-08-14,2002,"2002",8,"Aug",33,226,31
"3147",3147,"15/08/2002",8.5,2002-08-15,2002,"2002",8,"Aug",33,227,31
"3148",3148,"16/08/2002",4.9,2002-08-16,2002,"2002",8,"Aug",33,228,31
"3149",3149,"17/08/2002",4.3,2002-08-17,2002,"2002",8,"Aug",33,229,31
"3150",3150,"18/08/2002",3.8,2002-08-18,2002,"2002",8,"Aug",33,230,31
"3151",3151,"19/08/2002",3.6,2002-08-19,2002,"2002",8,"Aug",33,231,31
"3152",3152,"20/08/2002",3.6,2002-08-20,2002,"2002",8,"Aug",34,232,31
"3153",3153,"21/08/2002",4.2,2002-08-21,2002,"2002",8,"Aug",34,233,31
"3154",3154,"22/08/2002",5.3,2002-08-22,2002,"2002",8,"Aug",34,234,31
"3155",3155,"23/08/2002",4.3,2002-08-23,2002,"2002",8,"Aug",34,235,31
"3156",3156,"24/08/2002",4.5,2002-08-24,2002,"2002",8,"Aug",34,236,31
"3157",3157,"25/08/2002",4.1,2002-08-25,2002,"2002",8,"Aug",34,237,31
"3158",3158,"26/08/2002",4.4,2002-08-26,2002,"2002",8,"Aug",34,238,31
"3159",3159,"27/08/2002",4.7,2002-08-27,2002,"2002",8,"Aug",35,239,31
"3160",3160,"28/08/2002",5.8,2002-08-28,2002,"2002",8,"Aug",35,240,31
"3161",3161,"29/08/2002",4.3,2002-08-29,2002,"2002",8,"Aug",35,241,31
"3162",3162,"30/08/2002",10.7,2002-08-30,2002,"2002",8,"Aug",35,242,31
"3163",3163,"31/08/2002",6.4,2002-08-31,2002,"2002",8,"Aug",35,243,31
"3164",3164,"01/09/2002",5.6,2002-09-01,2002,"2002",9,"Sep",35,244,30
"3165",3165,"02/09/2002",4.8,2002-09-02,2002,"2002",9,"Sep",35,245,30
"3166",3166,"03/09/2002",5.5,2002-09-03,2002,"2002",9,"Sep",36,246,30
"3167",3167,"04/09/2002",4.6,2002-09-04,2002,"2002",9,"Sep",36,247,30
"3168",3168,"05/09/2002",4.4,2002-09-05,2002,"2002",9,"Sep",36,248,30
"3169",3169,"06/09/2002",4.1,2002-09-06,2002,"2002",9,"Sep",36,249,30
"3170",3170,"07/09/2002",6.4,2002-09-07,2002,"2002",9,"Sep",36,250,30
"3171",3171,"08/09/2002",5.1,2002-09-08,2002,"2002",9,"Sep",36,251,30
"3172",3172,"09/09/2002",4.6,2002-09-09,2002,"2002",9,"Sep",36,252,30
"3173",3173,"10/09/2002",4.1,2002-09-10,2002,"2002",9,"Sep",37,253,30
"3174",3174,"11/09/2002",3.9,2002-09-11,2002,"2002",9,"Sep",37,254,30
"3175",3175,"12/09/2002",4.4,2002-09-12,2002,"2002",9,"Sep",37,255,30
"3176",3176,"13/09/2002",4.9,2002-09-13,2002,"2002",9,"Sep",37,256,30
"3177",3177,"14/09/2002",4,2002-09-14,2002,"2002",9,"Sep",37,257,30
"3178",3178,"15/09/2002",3.6,2002-09-15,2002,"2002",9,"Sep",37,258,30
"3179",3179,"16/09/2002",3.7,2002-09-16,2002,"2002",9,"Sep",37,259,30
"3180",3180,"17/09/2002",4,2002-09-17,2002,"2002",9,"Sep",38,260,30
"3181",3181,"18/09/2002",3.5,2002-09-18,2002,"2002",9,"Sep",38,261,30
"3182",3182,"19/09/2002",3.4,2002-09-19,2002,"2002",9,"Sep",38,262,30
"3183",3183,"20/09/2002",3.3,2002-09-20,2002,"2002",9,"Sep",38,263,30
"3184",3184,"21/09/2002",3.2,2002-09-21,2002,"2002",9,"Sep",38,264,30
"3185",3185,"22/09/2002",3,2002-09-22,2002,"2002",9,"Sep",38,265,30
"3186",3186,"23/09/2002",3.3,2002-09-23,2002,"2002",9,"Sep",38,266,30
"3187",3187,"24/09/2002",3.1,2002-09-24,2002,"2002",9,"Sep",39,267,30
"3188",3188,"25/09/2002",4.9,2002-09-25,2002,"2002",9,"Sep",39,268,30
"3189",3189,"26/09/2002",3.6,2002-09-26,2002,"2002",9,"Sep",39,269,30
"3190",3190,"27/09/2002",8.8,2002-09-27,2002,"2002",9,"Sep",39,270,30
"3191",3191,"28/09/2002",9.3,2002-09-28,2002,"2002",9,"Sep",39,271,30
"3192",3192,"29/09/2002",6,2002-09-29,2002,"2002",9,"Sep",39,272,30
"3193",3193,"30/09/2002",4.8,2002-09-30,2002,"2002",9,"Sep",39,273,30
"3194",3194,"01/10/2002",4.6,2002-10-01,2002,"2002",10,"Oct",40,274,31
"3195",3195,"02/10/2002",4.5,2002-10-02,2002,"2002",10,"Oct",40,275,31
"3196",3196,"03/10/2002",4.5,2002-10-03,2002,"2002",10,"Oct",40,276,31
"3197",3197,"04/10/2002",4,2002-10-04,2002,"2002",10,"Oct",40,277,31
"3198",3198,"05/10/2002",5.3,2002-10-05,2002,"2002",10,"Oct",40,278,31
"3199",3199,"06/10/2002",5.4,2002-10-06,2002,"2002",10,"Oct",40,279,31
"3200",3200,"07/10/2002",4,2002-10-07,2002,"2002",10,"Oct",40,280,31
"3201",3201,"08/10/2002",6.6,2002-10-08,2002,"2002",10,"Oct",41,281,31
"3202",3202,"09/10/2002",5.1,2002-10-09,2002,"2002",10,"Oct",41,282,31
"3203",3203,"10/10/2002",4.4,2002-10-10,2002,"2002",10,"Oct",41,283,31
"3204",3204,"11/10/2002",4.1,2002-10-11,2002,"2002",10,"Oct",41,284,31
"3205",3205,"12/10/2002",7.7,2002-10-12,2002,"2002",10,"Oct",41,285,31
"3206",3206,"13/10/2002",4.7,2002-10-13,2002,"2002",10,"Oct",41,286,31
"3207",3207,"14/10/2002",4.6,2002-10-14,2002,"2002",10,"Oct",41,287,31
"3208",3208,"15/10/2002",4.2,2002-10-15,2002,"2002",10,"Oct",42,288,31
"3209",3209,"16/10/2002",7.1,2002-10-16,2002,"2002",10,"Oct",42,289,31
"3210",3210,"17/10/2002",4.6,2002-10-17,2002,"2002",10,"Oct",42,290,31
"3211",3211,"18/10/2002",4.6,2002-10-18,2002,"2002",10,"Oct",42,291,31
"3212",3212,"19/10/2002",4.4,2002-10-19,2002,"2002",10,"Oct",42,292,31
"3213",3213,"20/10/2002",6.4,2002-10-20,2002,"2002",10,"Oct",42,293,31
"3214",3214,"21/10/2002",4.6,2002-10-21,2002,"2002",10,"Oct",42,294,31
"3215",3215,"22/10/2002",4.2,2002-10-22,2002,"2002",10,"Oct",43,295,31
"3216",3216,"23/10/2002",3.9,2002-10-23,2002,"2002",10,"Oct",43,296,31
"3217",3217,"24/10/2002",6.5,2002-10-24,2002,"2002",10,"Oct",43,297,31
"3218",3218,"25/10/2002",6.8,2002-10-25,2002,"2002",10,"Oct",43,298,31
"3219",3219,"26/10/2002",4.9,2002-10-26,2002,"2002",10,"Oct",43,299,31
"3220",3220,"27/10/2002",6.9,2002-10-27,2002,"2002",10,"Oct",43,300,31
"3221",3221,"28/10/2002",5.2,2002-10-28,2002,"2002",10,"Oct",43,301,31
"3222",3222,"29/10/2002",4.6,2002-10-29,2002,"2002",10,"Oct",44,302,31
"3223",3223,"30/10/2002",6.1,2002-10-30,2002,"2002",10,"Oct",44,303,31
"3224",3224,"31/10/2002",7.5,2002-10-31,2002,"2002",10,"Oct",44,304,31
"3225",3225,"01/11/2002",5.5,2002-11-01,2002,"2002",11,"Nov",44,305,30
"3226",3226,"02/11/2002",4.8,2002-11-02,2002,"2002",11,"Nov",44,306,30
"3227",3227,"03/11/2002",4.6,2002-11-03,2002,"2002",11,"Nov",44,307,30
"3228",3228,"04/11/2002",4.3,2002-11-04,2002,"2002",11,"Nov",44,308,30
"3229",3229,"05/11/2002",4.1,2002-11-05,2002,"2002",11,"Nov",45,309,30
"3230",3230,"06/11/2002",3.8,2002-11-06,2002,"2002",11,"Nov",45,310,30
"3231",3231,"07/11/2002",4.9,2002-11-07,2002,"2002",11,"Nov",45,311,30
"3232",3232,"08/11/2002",9.7,2002-11-08,2002,"2002",11,"Nov",45,312,30
"3233",3233,"09/11/2002",6.5,2002-11-09,2002,"2002",11,"Nov",45,313,30
"3234",3234,"10/11/2002",5.2,2002-11-10,2002,"2002",11,"Nov",45,314,30
"3235",3235,"11/11/2002",4.7,2002-11-11,2002,"2002",11,"Nov",45,315,30
"3236",3236,"12/11/2002",4.5,2002-11-12,2002,"2002",11,"Nov",46,316,30
"3237",3237,"13/11/2002",4.1,2002-11-13,2002,"2002",11,"Nov",46,317,30
"3238",3238,"14/11/2002",4,2002-11-14,2002,"2002",11,"Nov",46,318,30
"3239",3239,"15/11/2002",3.8,2002-11-15,2002,"2002",11,"Nov",46,319,30
"3240",3240,"16/11/2002",3.7,2002-11-16,2002,"2002",11,"Nov",46,320,30
"3241",3241,"17/11/2002",28.9,2002-11-17,2002,"2002",11,"Nov",46,321,30
"3242",3242,"18/11/2002",32.6,2002-11-18,2002,"2002",11,"Nov",46,322,30
"3243",3243,"19/11/2002",13.4,2002-11-19,2002,"2002",11,"Nov",47,323,30
"3244",3244,"20/11/2002",9.2,2002-11-20,2002,"2002",11,"Nov",47,324,30
"3245",3245,"21/11/2002",7.6,2002-11-21,2002,"2002",11,"Nov",47,325,30
"3246",3246,"22/11/2002",5.6,2002-11-22,2002,"2002",11,"Nov",47,326,30
"3247",3247,"23/11/2002",4.5,2002-11-23,2002,"2002",11,"Nov",47,327,30
"3248",3248,"24/11/2002",12.6,2002-11-24,2002,"2002",11,"Nov",47,328,30
"3249",3249,"25/11/2002",6.1,2002-11-25,2002,"2002",11,"Nov",47,329,30
"3250",3250,"26/11/2002",4.7,2002-11-26,2002,"2002",11,"Nov",48,330,30
"3251",3251,"27/11/2002",4.5,2002-11-27,2002,"2002",11,"Nov",48,331,30
"3252",3252,"28/11/2002",6.3,2002-11-28,2002,"2002",11,"Nov",48,332,30
"3253",3253,"29/11/2002",19.2,2002-11-29,2002,"2002",11,"Nov",48,333,30
"3254",3254,"30/11/2002",52,2002-11-30,2002,"2002",11,"Nov",48,334,30
"3255",3255,"01/12/2002",28.1,2002-12-01,2002,"2002",12,"Dec",48,335,31
"3256",3256,"02/12/2002",16.1,2002-12-02,2002,"2002",12,"Dec",48,336,31
"3257",3257,"03/12/2002",11.5,2002-12-03,2002,"2002",12,"Dec",49,337,31
"3258",3258,"04/12/2002",9.3,2002-12-04,2002,"2002",12,"Dec",49,338,31
"3259",3259,"05/12/2002",8.1,2002-12-05,2002,"2002",12,"Dec",49,339,31
"3260",3260,"06/12/2002",7.2,2002-12-06,2002,"2002",12,"Dec",49,340,31
"3261",3261,"07/12/2002",6.5,2002-12-07,2002,"2002",12,"Dec",49,341,31
"3262",3262,"08/12/2002",6,2002-12-08,2002,"2002",12,"Dec",49,342,31
"3263",3263,"09/12/2002",5.6,2002-12-09,2002,"2002",12,"Dec",49,343,31
"3264",3264,"10/12/2002",5.3,2002-12-10,2002,"2002",12,"Dec",50,344,31
"3265",3265,"11/12/2002",5,2002-12-11,2002,"2002",12,"Dec",50,345,31
"3266",3266,"12/12/2002",4.8,2002-12-12,2002,"2002",12,"Dec",50,346,31
"3267",3267,"13/12/2002",4.5,2002-12-13,2002,"2002",12,"Dec",50,347,31
"3268",3268,"14/12/2002",4.3,2002-12-14,2002,"2002",12,"Dec",50,348,31
"3269",3269,"15/12/2002",4.1,2002-12-15,2002,"2002",12,"Dec",50,349,31
"3270",3270,"16/12/2002",4,2002-12-16,2002,"2002",12,"Dec",50,350,31
"3271",3271,"17/12/2002",3.8,2002-12-17,2002,"2002",12,"Dec",51,351,31
"3272",3272,"18/12/2002",3.7,2002-12-18,2002,"2002",12,"Dec",51,352,31
"3273",3273,"19/12/2002",3.5,2002-12-19,2002,"2002",12,"Dec",51,353,31
"3274",3274,"20/12/2002",3.3,2002-12-20,2002,"2002",12,"Dec",51,354,31
"3275",3275,"21/12/2002",3.3,2002-12-21,2002,"2002",12,"Dec",51,355,31
"3276",3276,"22/12/2002",3.1,2002-12-22,2002,"2002",12,"Dec",51,356,31
"3277",3277,"23/12/2002",3,2002-12-23,2002,"2002",12,"Dec",51,357,31
"3278",3278,"24/12/2002",3,2002-12-24,2002,"2002",12,"Dec",52,358,31
"3279",3279,"25/12/2002",2.9,2002-12-25,2002,"2002",12,"Dec",52,359,31
"3280",3280,"26/12/2002",2.7,2002-12-26,2002,"2002",12,"Dec",52,360,31
"3281",3281,"27/12/2002",2.9,2002-12-27,2002,"2002",12,"Dec",52,361,31
"3282",3282,"28/12/2002",3.5,2002-12-28,2002,"2002",12,"Dec",52,362,31
"3283",3283,"29/12/2002",2.8,2002-12-29,2002,"2002",12,"Dec",52,363,31
"3284",3284,"30/12/2002",2.6,2002-12-30,2002,"2002",12,"Dec",52,364,31
"3285",3285,"31/12/2002",2.6,2002-12-31,2002,"2002",12,"Dec",53,365,31
"3286",3286,"01/01/2003",2.5,2003-01-01,2003,"2003",1,"Jan",1,1,31
"3287",3287,"02/01/2003",2.4,2003-01-02,2003,"2003",1,"Jan",1,2,31
"3288",3288,"03/01/2003",2.4,2003-01-03,2003,"2003",1,"Jan",1,3,31
"3289",3289,"04/01/2003",2.3,2003-01-04,2003,"2003",1,"Jan",1,4,31
"3290",3290,"05/01/2003",2.3,2003-01-05,2003,"2003",1,"Jan",1,5,31
"3291",3291,"06/01/2003",2.3,2003-01-06,2003,"2003",1,"Jan",1,6,31
"3292",3292,"07/01/2003",3.1,2003-01-07,2003,"2003",1,"Jan",1,7,31
"3293",3293,"08/01/2003",2.7,2003-01-08,2003,"2003",1,"Jan",2,8,31
"3294",3294,"09/01/2003",3.6,2003-01-09,2003,"2003",1,"Jan",2,9,31
"3295",3295,"10/01/2003",3.1,2003-01-10,2003,"2003",1,"Jan",2,10,31
"3296",3296,"11/01/2003",2.7,2003-01-11,2003,"2003",1,"Jan",2,11,31
"3297",3297,"12/01/2003",2.5,2003-01-12,2003,"2003",1,"Jan",2,12,31
"3298",3298,"13/01/2003",2.4,2003-01-13,2003,"2003",1,"Jan",2,13,31
"3299",3299,"14/01/2003",2.6,2003-01-14,2003,"2003",1,"Jan",2,14,31
"3300",3300,"15/01/2003",2.5,2003-01-15,2003,"2003",1,"Jan",3,15,31
"3301",3301,"16/01/2003",2.3,2003-01-16,2003,"2003",1,"Jan",3,16,31
"3302",3302,"17/01/2003",2.3,2003-01-17,2003,"2003",1,"Jan",3,17,31
"3303",3303,"18/01/2003",2.2,2003-01-18,2003,"2003",1,"Jan",3,18,31
"3304",3304,"19/01/2003",2.4,2003-01-19,2003,"2003",1,"Jan",3,19,31
"3305",3305,"20/01/2003",2.6,2003-01-20,2003,"2003",1,"Jan",3,20,31
"3306",3306,"21/01/2003",2.3,2003-01-21,2003,"2003",1,"Jan",3,21,31
"3307",3307,"22/01/2003",2.1,2003-01-22,2003,"2003",1,"Jan",4,22,31
"3308",3308,"23/01/2003",2.1,2003-01-23,2003,"2003",1,"Jan",4,23,31
"3309",3309,"24/01/2003",2.1,2003-01-24,2003,"2003",1,"Jan",4,24,31
"3310",3310,"25/01/2003",4.9,2003-01-25,2003,"2003",1,"Jan",4,25,31
"3311",3311,"26/01/2003",8.8,2003-01-26,2003,"2003",1,"Jan",4,26,31
"3312",3312,"27/01/2003",17.5,2003-01-27,2003,"2003",1,"Jan",4,27,31
"3313",3313,"28/01/2003",20.1,2003-01-28,2003,"2003",1,"Jan",4,28,31
"3314",3314,"29/01/2003",8.5,2003-01-29,2003,"2003",1,"Jan",5,29,31
"3315",3315,"30/01/2003",6.3,2003-01-30,2003,"2003",1,"Jan",5,30,31
"3316",3316,"31/01/2003",5.2,2003-01-31,2003,"2003",1,"Jan",5,31,31
"3317",3317,"01/02/2003",4.6,2003-02-01,2003,"2003",2,"Feb",5,32,28
"3318",3318,"02/02/2003",4.1,2003-02-02,2003,"2003",2,"Feb",5,33,28
"3319",3319,"03/02/2003",3.8,2003-02-03,2003,"2003",2,"Feb",5,34,28
"3320",3320,"04/02/2003",3.6,2003-02-04,2003,"2003",2,"Feb",5,35,28
"3321",3321,"05/02/2003",3.4,2003-02-05,2003,"2003",2,"Feb",6,36,28
"3322",3322,"06/02/2003",3.2,2003-02-06,2003,"2003",2,"Feb",6,37,28
"3323",3323,"07/02/2003",3.1,2003-02-07,2003,"2003",2,"Feb",6,38,28
"3324",3324,"08/02/2003",3.1,2003-02-08,2003,"2003",2,"Feb",6,39,28
"3325",3325,"09/02/2003",2.9,2003-02-09,2003,"2003",2,"Feb",6,40,28
"3326",3326,"10/02/2003",3,2003-02-10,2003,"2003",2,"Feb",6,41,28
"3327",3327,"11/02/2003",3.1,2003-02-11,2003,"2003",2,"Feb",6,42,28
"3328",3328,"12/02/2003",2.9,2003-02-12,2003,"2003",2,"Feb",7,43,28
"3329",3329,"13/02/2003",3.2,2003-02-13,2003,"2003",2,"Feb",7,44,28
"3330",3330,"14/02/2003",2.8,2003-02-14,2003,"2003",2,"Feb",7,45,28
"3331",3331,"15/02/2003",2.8,2003-02-15,2003,"2003",2,"Feb",7,46,28
"3332",3332,"16/02/2003",2.6,2003-02-16,2003,"2003",2,"Feb",7,47,28
"3333",3333,"17/02/2003",2.7,2003-02-17,2003,"2003",2,"Feb",7,48,28
"3334",3334,"18/02/2003",2.6,2003-02-18,2003,"2003",2,"Feb",7,49,28
"3335",3335,"19/02/2003",2.6,2003-02-19,2003,"2003",2,"Feb",8,50,28
"3336",3336,"20/02/2003",2.6,2003-02-20,2003,"2003",2,"Feb",8,51,28
"3337",3337,"21/02/2003",2.6,2003-02-21,2003,"2003",2,"Feb",8,52,28
"3338",3338,"22/02/2003",2.4,2003-02-22,2003,"2003",2,"Feb",8,53,28
"3339",3339,"23/02/2003",2.3,2003-02-23,2003,"2003",2,"Feb",8,54,28
"3340",3340,"24/02/2003",2.3,2003-02-24,2003,"2003",2,"Feb",8,55,28
"3341",3341,"25/02/2003",2.3,2003-02-25,2003,"2003",2,"Feb",8,56,28
"3342",3342,"26/02/2003",2.3,2003-02-26,2003,"2003",2,"Feb",9,57,28
"3343",3343,"27/02/2003",2.3,2003-02-27,2003,"2003",2,"Feb",9,58,28
"3344",3344,"28/02/2003",2.2,2003-02-28,2003,"2003",2,"Feb",9,59,28
"3345",3345,"01/03/2003",2.2,2003-03-01,2003,"2003",3,"Mar",9,60,31
"3346",3346,"02/03/2003",2.1,2003-03-02,2003,"2003",3,"Mar",9,61,31
"3347",3347,"03/03/2003",2.1,2003-03-03,2003,"2003",3,"Mar",9,62,31
"3348",3348,"04/03/2003",2.1,2003-03-04,2003,"2003",3,"Mar",9,63,31
"3349",3349,"05/03/2003",2,2003-03-05,2003,"2003",3,"Mar",10,64,31
"3350",3350,"06/03/2003",2,2003-03-06,2003,"2003",3,"Mar",10,65,31
"3351",3351,"07/03/2003",2,2003-03-07,2003,"2003",3,"Mar",10,66,31
"3352",3352,"08/03/2003",2,2003-03-08,2003,"2003",3,"Mar",10,67,31
"3353",3353,"09/03/2003",2.1,2003-03-09,2003,"2003",3,"Mar",10,68,31
"3354",3354,"10/03/2003",2,2003-03-10,2003,"2003",3,"Mar",10,69,31
"3355",3355,"11/03/2003",2,2003-03-11,2003,"2003",3,"Mar",10,70,31
"3356",3356,"12/03/2003",2,2003-03-12,2003,"2003",3,"Mar",11,71,31
"3357",3357,"13/03/2003",1.9,2003-03-13,2003,"2003",3,"Mar",11,72,31
"3358",3358,"14/03/2003",1.9,2003-03-14,2003,"2003",3,"Mar",11,73,31
"3359",3359,"15/03/2003",1.9,2003-03-15,2003,"2003",3,"Mar",11,74,31
"3360",3360,"16/03/2003",1.8,2003-03-16,2003,"2003",3,"Mar",11,75,31
"3361",3361,"17/03/2003",1.8,2003-03-17,2003,"2003",3,"Mar",11,76,31
"3362",3362,"18/03/2003",1.8,2003-03-18,2003,"2003",3,"Mar",11,77,31
"3363",3363,"19/03/2003",1.8,2003-03-19,2003,"2003",3,"Mar",12,78,31
"3364",3364,"20/03/2003",1.7,2003-03-20,2003,"2003",3,"Mar",12,79,31
"3365",3365,"21/03/2003",1.7,2003-03-21,2003,"2003",3,"Mar",12,80,31
"3366",3366,"22/03/2003",1.7,2003-03-22,2003,"2003",3,"Mar",12,81,31
"3367",3367,"23/03/2003",1.7,2003-03-23,2003,"2003",3,"Mar",12,82,31
"3368",3368,"24/03/2003",1.6,2003-03-24,2003,"2003",3,"Mar",12,83,31
"3369",3369,"25/03/2003",1.7,2003-03-25,2003,"2003",3,"Mar",12,84,31
"3370",3370,"26/03/2003",1.6,2003-03-26,2003,"2003",3,"Mar",13,85,31
"3371",3371,"27/03/2003",1.7,2003-03-27,2003,"2003",3,"Mar",13,86,31
"3372",3372,"28/03/2003",1.6,2003-03-28,2003,"2003",3,"Mar",13,87,31
"3373",3373,"29/03/2003",1.6,2003-03-29,2003,"2003",3,"Mar",13,88,31
"3374",3374,"30/03/2003",1.6,2003-03-30,2003,"2003",3,"Mar",13,89,31
"3375",3375,"31/03/2003",2.4,2003-03-31,2003,"2003",3,"Mar",13,90,31
"3376",3376,"01/04/2003",19.8,2003-04-01,2003,"2003",4,"Apr",13,91,30
"3377",3377,"02/04/2003",11.1,2003-04-02,2003,"2003",4,"Apr",14,92,30
"3378",3378,"03/04/2003",5,2003-04-03,2003,"2003",4,"Apr",14,93,30
"3379",3379,"04/04/2003",3.6,2003-04-04,2003,"2003",4,"Apr",14,94,30
"3380",3380,"05/04/2003",3,2003-04-05,2003,"2003",4,"Apr",14,95,30
"3381",3381,"06/04/2003",2.7,2003-04-06,2003,"2003",4,"Apr",14,96,30
"3382",3382,"07/04/2003",2.6,2003-04-07,2003,"2003",4,"Apr",14,97,30
"3383",3383,"08/04/2003",2.4,2003-04-08,2003,"2003",4,"Apr",14,98,30
"3384",3384,"09/04/2003",2.2,2003-04-09,2003,"2003",4,"Apr",15,99,30
"3385",3385,"10/04/2003",2.2,2003-04-10,2003,"2003",4,"Apr",15,100,30
"3386",3386,"11/04/2003",2.1,2003-04-11,2003,"2003",4,"Apr",15,101,30
"3387",3387,"12/04/2003",2,2003-04-12,2003,"2003",4,"Apr",15,102,30
"3388",3388,"13/04/2003",2,2003-04-13,2003,"2003",4,"Apr",15,103,30
"3389",3389,"14/04/2003",2,2003-04-14,2003,"2003",4,"Apr",15,104,30
"3390",3390,"15/04/2003",1.9,2003-04-15,2003,"2003",4,"Apr",15,105,30
"3391",3391,"16/04/2003",1.9,2003-04-16,2003,"2003",4,"Apr",16,106,30
"3392",3392,"17/04/2003",1.8,2003-04-17,2003,"2003",4,"Apr",16,107,30
"3393",3393,"18/04/2003",1.7,2003-04-18,2003,"2003",4,"Apr",16,108,30
"3394",3394,"19/04/2003",1.7,2003-04-19,2003,"2003",4,"Apr",16,109,30
"3395",3395,"20/04/2003",1.7,2003-04-20,2003,"2003",4,"Apr",16,110,30
"3396",3396,"21/04/2003",1.7,2003-04-21,2003,"2003",4,"Apr",16,111,30
"3397",3397,"22/04/2003",1.7,2003-04-22,2003,"2003",4,"Apr",16,112,30
"3398",3398,"23/04/2003",1.8,2003-04-23,2003,"2003",4,"Apr",17,113,30
"3399",3399,"24/04/2003",2.2,2003-04-24,2003,"2003",4,"Apr",17,114,30
"3400",3400,"25/04/2003",1.8,2003-04-25,2003,"2003",4,"Apr",17,115,30
"3401",3401,"26/04/2003",1.7,2003-04-26,2003,"2003",4,"Apr",17,116,30
"3402",3402,"27/04/2003",1.6,2003-04-27,2003,"2003",4,"Apr",17,117,30
"3403",3403,"28/04/2003",1.6,2003-04-28,2003,"2003",4,"Apr",17,118,30
"3404",3404,"29/04/2003",2.1,2003-04-29,2003,"2003",4,"Apr",17,119,30
"3405",3405,"30/04/2003",2,2003-04-30,2003,"2003",4,"Apr",18,120,30
"3406",3406,"01/05/2003",1.8,2003-05-01,2003,"2003",5,"May",18,121,31
"3407",3407,"02/05/2003",1.7,2003-05-02,2003,"2003",5,"May",18,122,31
"3408",3408,"03/05/2003",1.6,2003-05-03,2003,"2003",5,"May",18,123,31
"3409",3409,"04/05/2003",1.5,2003-05-04,2003,"2003",5,"May",18,124,31
"3410",3410,"05/05/2003",1.7,2003-05-05,2003,"2003",5,"May",18,125,31
"3411",3411,"06/05/2003",1.8,2003-05-06,2003,"2003",5,"May",18,126,31
"3412",3412,"07/05/2003",2,2003-05-07,2003,"2003",5,"May",19,127,31
"3413",3413,"08/05/2003",1.7,2003-05-08,2003,"2003",5,"May",19,128,31
"3414",3414,"09/05/2003",2,2003-05-09,2003,"2003",5,"May",19,129,31
"3415",3415,"10/05/2003",1.8,2003-05-10,2003,"2003",5,"May",19,130,31
"3416",3416,"11/05/2003",1.9,2003-05-11,2003,"2003",5,"May",19,131,31
"3417",3417,"12/05/2003",7.5,2003-05-12,2003,"2003",5,"May",19,132,31
"3418",3418,"13/05/2003",3.9,2003-05-13,2003,"2003",5,"May",19,133,31
"3419",3419,"14/05/2003",3.2,2003-05-14,2003,"2003",5,"May",20,134,31
"3420",3420,"15/05/2003",2.6,2003-05-15,2003,"2003",5,"May",20,135,31
"3421",3421,"16/05/2003",2.9,2003-05-16,2003,"2003",5,"May",20,136,31
"3422",3422,"17/05/2003",3.9,2003-05-17,2003,"2003",5,"May",20,137,31
"3423",3423,"18/05/2003",4.2,2003-05-18,2003,"2003",5,"May",20,138,31
"3424",3424,"19/05/2003",4.5,2003-05-19,2003,"2003",5,"May",20,139,31
"3425",3425,"20/05/2003",3.5,2003-05-20,2003,"2003",5,"May",20,140,31
"3426",3426,"21/05/2003",3.2,2003-05-21,2003,"2003",5,"May",21,141,31
"3427",3427,"22/05/2003",3,2003-05-22,2003,"2003",5,"May",21,142,31
